Week,Day,Concept,Task,Level,Confidence,Completed,Instructions
7,1,JavaScript Core 1: Introduction to JavaScript,Read 'JavaScript Intro',Beginner,8,TRUE
7,1,JavaScript Core 1: Introduction to JavaScript,Read 'Numbers Strings and Booleans',Beginner,8,TRUE
7,1,JavaScript Core 1: Introduction to JavaScript,Read 'Control Flow',Beginner,8,TRUE
7,1,JavaScript Core 1: Introduction to JavaScript,Read 'Loops: behavior that repeats',Beginner,8,TRUE
7,1,JavaScript Core 1: Introduction to JavaScript,Complete the exercise 'Booleans in JavaScript',Beginner,8,TRUE
7,1,JavaScript Core 1: Introduction to JavaScript,Complete the exercise 'Creating Variables',Beginner,8,TRUE
7,1,JavaScript Core 1: Introduction to JavaScript,Complete the exercise 'JavaScript Number',Beginner,8,TRUE
7,1,JavaScript Core 1: Introduction to JavaScript,Complete the exercise 'JavaScript Strings',Beginner,8,TRUE
7,1,JavaScript Core 1: Introduction to JavaScript,Complete the exercise 'JavaScript Variables',Beginner,8,TRUE
7,1,JavaScript Core 1: Introduction to JavaScript,Complete the exercise 'JavaScript Loops',Beginner,8,TRUE
